MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,MoSold,YrSold,SaleType,SaleCondition,SalePrice,RoomsAndArea
60,RL,65.0,8200,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,20,2004,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,Unf,0,847,847,Ex,Y,SBrkr,847,1081,0,2,1,4,Gd,1,BuiltIn,20.0,Fin,434,Y,100,48,0,0,7,2007,WD,Normal,219500,15424
30,RL,69.0,10020,Pave,IR1,Low,Inside,Sev,Edwards,Norm,1Fam,1Story,1,1,101,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,Fa,Fa,BrkTil,Fa,Gd,BLQ,350,333,683,Gd,N,FuseA,904,0,1,0,1,1,Fa,0,No Garage,0.0,No Garage,0,Y,0,0,0,0,3,2009,WD,Normal,61000,3616
85,RL,57.0,8846,Pave,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,1Fam,SFoyer,5,5,27,1996,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Av,GLQ,298,572,870,Ex,Y,SBrkr,914,0,0,1,0,2,TA,0,Detchd,25.0,Unf,576,Y,0,0,0,0,7,2006,WD,Normal,148000,4570
60,FV,102.0,11143,Pave,IR1,Lvl,Corner,Gtl,Somerst,Norm,1Fam,2Story,8,5,19,2005,Gable,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,No,Unf,0,1580,1580,Ex,Y,SBrkr,1580,886,0,3,0,4,Gd,1,Attchd,19.0,RFn,610,Y,159,214,0,0,12,2007,WD,Normal,340000,19728
20,RL,88.0,11394,Pave,Reg,Lvl,Corner,Gtl,StoneBr,Norm,1Fam,1Story,9,2,13,2010,Hip,VinylSd,VinylSd,Stone,350.0,Gd,TA,PConc,Ex,Av,GLQ,1445,411,1856,Ex,Y,SBrkr,1856,0,1,1,1,1,Ex,1,Attchd,13.0,Fin,834,Y,113,0,0,0,6,2010,New,Partial,394432,14848
60,RL,60.0,8123,Pave,IR1,Lvl,Inside,Gtl,Gilbert,RRAn,1Fam,2Story,6,5,23,2000,Gable,VinylSd,VinylSd,BrkFace,16.0,TA,TA,PConc,Gd,No,Unf,0,982,982,Ex,Y,SBrkr,1007,793,0,2,1,3,TA,1,Attchd,23.0,Fin,463,Y,100,63,0,0,6,2009,WD,Normal,179000,12600
50,RL,50.0,5000,Pave,Reg,Lvl,Inside,Gtl,SWISU,Norm,1Fam,1.5Fin,5,6,99,1950,Gable,BrkFace,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,No,LwQ,218,808,1026,TA,Y,SBrkr,1026,665,0,2,0,3,Gd,1,Detchd,99.0,Unf,308,Y,0,0,242,0,5,2010,WD,Normal,127000,10146
20,FV,60.0,7200,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,7,5,17,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,Unf,0,1293,1293,Ex,Y,SBrkr,1301,0,1,2,0,2,Gd,1,Attchd,17.0,RFn,572,Y,216,121,0,0,8,2006,New,Partial,187750,6505
60,RL,79.0,9245,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,17,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Av,Unf,0,939,939,Ex,Y,SBrkr,939,858,0,2,1,3,Gd,0,Attchd,17.0,RFn,639,Y,144,53,0,0,4,2007,WD,Normal,213500,14376
45,RH,60.0,9000,Pave,Reg,Lvl,Corner,Gtl,SawyerW,Norm,1Fam,1.5Unf,6,3,95,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,No,Unf,0,784,784,TA,N,FuseA,784,0,0,1,0,2,TA,0,Detchd,73.0,Unf,360,N,0,0,91,0,10,2009,WD,Normal,76000,3920
60,RL,69.0,53107,Pave,IR2,Low,Corner,Mod,ClearCr,Feedr,1Fam,2Story,6,5,31,1992,Gable,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,Av,GLQ,985,595,1580,Ex,Y,SBrkr,1079,874,1,2,1,3,Gd,2,Attchd,31.0,Fin,501,Y,216,231,0,0,6,2007,WD,Normal,240000,17577
120,RL,43.0,3182,Pave,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,8,5,19,2005,Gable,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,No,GLQ,24,1232,1256,Ex,Y,SBrkr,1269,0,0,2,0,2,Gd,1,Attchd,19.0,Fin,430,Y,146,20,0,144,4,2010,WD,Normal,192000,7614
50,RL,58.0,8410,Pave,Reg,Lvl,FR2,Gtl,Edwards,Feedr,1Fam,1.5Fin,5,3,113,1996,Gambrel,Wd Sdng,VinylSd,None,0.0,TA,Fa,PConc,TA,No,Unf,0,658,658,TA,Y,SBrkr,658,526,0,1,0,5,TA,0,No Garage,0.0,No Garage,0,N,0,151,0,0,5,2006,WD,AdjLand,81000,9472
80,RL,72.0,7200,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,SLvl,6,6,47,1976,Hip,MetalSd,MetalSd,BrkFace,255.0,TA,TA,CBlock,TA,Av,ALQ,631,410,1041,Ex,Y,SBrkr,1125,0,1,1,0,3,TA,1,Detchd,46.0,Unf,352,Y,296,0,0,0,10,2009,WD,Abnorml,125000,6750
20,RL,93.0,9382,Pave,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,1Fam,1Story,7,5,24,2000,Gable,VinylSd,VinylSd,BrkFace,125.0,Gd,TA,PConc,Gd,No,Unf,0,1468,1468,Ex,Y,SBrkr,1479,0,0,2,0,3,Gd,0,Attchd,24.0,RFn,577,Y,120,25,0,0,7,2008,WD,Normal,191000,8874
60,RL,96.0,12474,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,10,5,16,2008,Gable,VinylSd,VinylSd,Stone,272.0,Ex,TA,PConc,Ex,Av,GLQ,1280,402,1682,Ex,Y,SBrkr,1742,590,1,2,1,3,Ex,1,BuiltIn,15.0,Fin,846,Y,196,134,0,0,8,2008,New,Partial,426000,20988
50,RL,50.0,8405,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,5,8,123,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,No,Rec,241,229,861,Ex,Y,SBrkr,961,406,1,1,0,4,TA,0,Detchd,45.0,Unf,384,Y,0,130,112,0,4,2008,WD,Normal,119000,9569
60,RL,71.0,12209,Pave,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,1Fam,2Story,6,5,22,2002,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Ex,No,ALQ,690,114,804,Ex,Y,SBrkr,804,1157,1,2,1,3,Gd,1,BuiltIn,22.0,Fin,560,Y,125,192,0,0,6,2009,WD,Normal,215000,13727
20,RL,69.0,8339,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,64,1959,Gable,MetalSd,MetalSd,None,0.0,TA,TA,Slab,,,,0,0,0,TA,Y,SBrkr,882,0,0,1,0,3,TA,0,Attchd,64.0,RFn,294,Y,0,0,0,0,7,2007,WD,Normal,106500,4410
30,RL,69.0,7446,Pave,Reg,Lvl,Corner,Gtl,BrkSide,Feedr,1Fam,1Story,4,5,82,1950,Gable,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,No,Rec,266,522,788,TA,Y,FuseA,788,0,0,1,0,2,TA,2,No Garage,0.0,No Garage,0,Y,0,0,0,0,4,2006,WD,Abnorml,100000,3152
50,RL,60.0,10134,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,5,6,83,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,Unf,0,735,735,Gd,Y,FuseA,735,299,0,1,0,2,TA,0,Detchd,83.0,Unf,240,Y,0,39,0,0,7,2007,WD,Normal,109000,5170
20,RL,68.0,9571,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,5,6,67,1956,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,Av,BLQ,739,405,1144,TA,Y,SBrkr,1144,0,1,1,0,3,TA,0,Attchd,67.0,Unf,596,Y,44,0,0,0,6,2010,WD,Normal,129000,6864
20,RL,60.0,7200,Pave,Reg,Low,Inside,Gtl,CollgCr,Norm,1Fam,1Story,5,5,51,1972,Hip,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,Av,Rec,777,117,894,TA,Y,SBrkr,894,0,0,1,0,2,TA,0,Detchd,38.0,RFn,600,Y,215,0,0,0,9,2009,WD,Normal,123000,5364
60,RL,69.0,7590,Pave,Reg,Lvl,Inside,Gtl,NAmes,PosN,1Fam,2Story,5,5,61,1962,Gable,VinylSd,VinylSd,BrkFace,288.0,TA,TA,CBlock,TA,No,ALQ,540,324,864,TA,Y,SBrkr,876,936,0,2,0,4,TA,1,Attchd,61.0,RFn,264,Y,0,168,0,0,7,2007,WD,Normal,169500,14496
30,RM,60.0,8967,Pave,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,1Fam,1Story,5,2,103,1950,Gable,MetalSd,MetalSd,None,0.0,TA,Fa,BrkTil,Fa,No,Unf,0,961,961,Gd,Y,Mix,1077,0,0,1,0,2,TA,0,Detchd,103.0,Unf,338,N,0,0,0,0,11,2007,WD,Abnorml,67000,6462
60,FV,65.0,8125,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,7,5,17,2007,Gable,CemntBd,CmentBd,Stone,100.0,Gd,TA,PConc,Gd,No,GLQ,812,280,1092,Ex,Y,SBrkr,1112,438,1,2,0,2,Gd,0,Attchd,16.0,Fin,438,Y,0,168,0,0,10,2009,WD,Normal,241000,10850
120,RL,38.0,14963,Pave,IR2,Lvl,Inside,Gtl,Veenker,Norm,TwnhsE,1Story,8,5,27,1996,Gable,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,No,GLQ,786,474,1260,Ex,Y,SBrkr,1288,0,1,1,1,1,Ex,2,Attchd,27.0,Fin,500,Y,120,30,0,224,12,2008,WD,Normal,245500,5152
20,RL,65.0,8767,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,18,2005,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Av,GLQ,24,1286,1310,Ex,Y,SBrkr,1310,0,0,2,0,3,Gd,1,Attchd,18.0,Fin,400,Y,0,0,0,0,7,2006,New,Partial,164990,7860
30,RL,60.0,10200,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,8,83,1997,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,No,Unf,0,672,672,Ex,Y,SBrkr,672,0,0,1,0,2,TA,0,Detchd,83.0,Unf,240,N,168,0,0,0,8,2008,WD,Normal,108000,2688
60,RL,93.0,12090,Pave,Reg,Lvl,Corner,Gtl,NoRidge,Norm,1Fam,2Story,8,5,25,1998,Hip,VinylSd,VinylSd,BrkFace,650.0,Gd,TA,PConc,Gd,No,Unf,0,1141,1141,Gd,Y,SBrkr,1165,1098,0,2,1,4,Gd,1,BuiltIn,25.0,Fin,420,Y,144,123,0,0,7,2006,WD,Abnorml,258000,22630
60,RL,69.0,10364,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,28,1996,Gable,MetalSd,MetalSd,None,0.0,TA,TA,PConc,Gd,No,Unf,0,806,806,Gd,Y,SBrkr,806,766,0,2,1,3,TA,1,BuiltIn,28.0,Fin,373,Y,0,40,0,0,5,2007,WD,Normal,168000,11004
20,RL,69.0,9991,Pave,IR1,Lvl,Corner,Gtl,Sawyer,Feedr,1Fam,1Story,4,4,47,1993,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,No,BLQ,1116,165,1281,Ex,Y,SBrkr,1620,0,1,2,0,3,TA,1,Attchd,30.0,Unf,490,Y,120,78,0,0,6,2009,WD,Normal,150000,12960
50,RL,51.0,10480,Pave,Reg,Lvl,Inside,Gtl,SWISU,Norm,1Fam,1.5Fin,6,5,87,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,No,Unf,0,1064,1064,Ex,Y,FuseA,1166,0,0,1,0,3,TA,0,Detchd,87.0,Unf,240,Y,0,0,0,0,3,2008,WD,Normal,115000,9834
70,RL,63.0,15576,Pave,Reg,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,2Story,6,7,108,1976,Gable,Wd Sdng,Plywood,None,0.0,TA,TA,BrkTil,Gd,No,Unf,0,840,840,Ex,Y,SBrkr,840,840,0,2,0,4,TA,0,Attchd,63.0,Unf,308,Y,0,0,160,0,3,2008,WD,Normal,177000,13440
60,RL,109.0,14154,Pave,Reg,Lvl,Corner,Gtl,NridgHt,Norm,1Fam,2Story,7,5,17,2006,Gable,VinylSd,VinylSd,BrkFace,350.0,Gd,TA,PConc,Ex,No,Unf,0,1063,1063,Ex,Y,SBrkr,1071,1101,0,2,1,3,Gd,1,Attchd,17.0,RFn,947,Y,192,62,0,0,8,2007,New,Partial,280000,19548
60,FV,85.0,10800,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,8,5,16,2008,Gable,VinylSd,VinylSd,Stone,100.0,Gd,TA,PConc,Ex,No,GLQ,789,245,1034,Ex,Y,SBrkr,1050,1028,1,2,1,3,Ex,1,Attchd,15.0,Fin,836,Y,0,102,0,0,4,2008,New,Partial,339750,16624
20,RL,68.0,9571,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,5,3,65,1958,Gable,BrkComm,Brk Cmn,None,0.0,TA,Fa,CBlock,TA,No,Unf,0,1276,1276,TA,Y,FuseA,1276,0,0,1,0,3,TA,0,Attchd,65.0,Unf,350,Y,0,0,0,0,6,2009,COD,Abnorml,60000,6380
190,RL,100.0,34650,Pave,Reg,Bnk,Inside,Gtl,Gilbert,Norm,2fmCon,1Story,5,5,68,1955,Hip,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,Mn,Rec,1056,0,1056,TA,N,SBrkr,1056,0,1,1,0,3,TA,0,Attchd,68.0,Fin,572,Y,264,0,0,0,1,2006,WD,Normal,145000,5280
20,FV,69.0,4403,Pave,IR2,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,7,5,14,2009,Gable,MetalSd,MetalSd,Stone,432.0,Ex,TA,PConc,Ex,Av,GLQ,578,892,1470,Ex,Y,SBrkr,1478,0,1,2,1,2,Gd,1,Attchd,14.0,Fin,484,Y,0,144,0,0,6,2010,New,Partial,222000,10346
30,RM,56.0,8960,Pave,Reg,Lvl,Inside,Gtl,OldTown,Artery,1Fam,1Story,5,6,96,1950,Gable,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,No,Unf,0,1008,1008,Gd,Y,FuseA,1028,0,0,1,0,2,TA,1,Detchd,96.0,Unf,360,Y,0,0,130,0,3,2010,WD,Normal,115000,5140
60,RL,59.0,11228,Pave,IR2,Lvl,CulDSac,Gtl,SawyerW,Norm,1Fam,2Story,7,5,30,1993,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,BLQ,50,499,1080,Ex,Y,SBrkr,1080,1017,0,2,1,3,Gd,1,Attchd,30.0,Unf,678,Y,196,187,0,0,12,2008,WD,Normal,228000,18873
20,RL,73.0,8899,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,1Story,7,5,16,2007,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Av,GLQ,24,1316,1340,Ex,Y,SBrkr,1340,0,0,2,0,3,Gd,0,Attchd,16.0,Fin,396,Y,100,30,0,0,8,2007,New,Partial,181134,8040
60,RL,74.0,7844,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,2Story,6,7,45,1978,Hip,HdBoard,HdBoard,BrkFace,203.0,TA,TA,CBlock,TA,No,ALQ,209,463,672,TA,Y,SBrkr,672,728,0,1,1,3,TA,1,Attchd,45.0,Fin,440,Y,0,0,0,0,3,2006,WD,Normal,149500,8400
70,RL,86.0,22420,Pave,IR1,Lvl,Inside,Gtl,Crawfor,Feedr,1Fam,2Story,6,6,105,1950,Hip,Wd Sdng,Stucco,None,0.0,TA,TA,BrkTil,Gd,No,BLQ,1128,242,1370,TA,N,FuseA,1370,1254,1,2,1,4,TA,1,Detchd,105.0,Unf,864,N,0,0,0,0,11,2007,WD,Normal,239000,26240
50,RL,60.0,8160,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,5,6,83,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,No,ALQ,312,444,756,Fa,N,FuseF,756,378,1,1,1,3,TA,0,Detchd,83.0,Unf,240,P,0,0,0,0,4,2007,WD,AdjLand,126000,7938
20,RL,65.0,8450,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,6,55,1968,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,No,BLQ,775,281,1056,Ex,Y,SBrkr,1056,0,1,1,0,3,TA,1,Attchd,55.0,Unf,304,Y,0,85,184,0,7,2010,WD,Normal,142000,6336
90,RM,78.0,7060,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Duplex,SFoyer,7,5,26,1998,Gable,VinylSd,VinylSd,BrkFace,200.0,TA,Gd,PConc,Gd,Gd,GLQ,1309,35,1344,Ex,Y,SBrkr,1344,0,2,2,0,2,TA,0,Attchd,26.0,Fin,784,Y,0,0,0,0,11,2008,WD,Alloca,206300,10752
20,RL,69.0,16635,Pave,IR1,Lvl,FR2,Gtl,NWAmes,Norm,1Fam,1Story,6,7,46,2000,Gable,CemntBd,CmentBd,Stone,126.0,Gd,TA,CBlock,Gd,No,ALQ,1246,356,1602,Gd,Y,SBrkr,1602,0,0,2,0,3,Gd,1,Attchd,46.0,Fin,529,Y,240,0,0,0,6,2009,WD,Normal,215000,12816
20,RL,100.0,21750,Pave,Reg,HLS,Inside,Mod,Mitchel,Artery,1Fam,1Story,5,5,69,1954,Hip,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,No,Unf,0,988,988,Ex,Y,FuseA,988,0,0,1,0,2,TA,0,Attchd,69.0,RFn,520,N,0,0,0,0,2,2008,WD,Normal,113000,3952
60,RL,80.0,9200,Pave,Reg,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,8,5,25,1998,Gable,VinylSd,VinylSd,BrkFace,473.0,Gd,TA,PConc,Gd,No,GLQ,986,484,1470,Gd,Y,SBrkr,1470,1160,1,2,1,4,Gd,1,Attchd,25.0,Fin,696,Y,0,66,0,0,6,2008,WD,Normal,315000,21040
20,RL,72.0,9000,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,5,67,1956,Gable,Wd Sdng,Wd Sdng,BrkFace,74.0,TA,TA,CBlock,Gd,No,LwQ,616,580,1196,Gd,Y,FuseA,1196,0,1,1,0,2,TA,1,Attchd,67.0,RFn,297,Y,0,44,0,0,5,2008,WD,Normal,139000,7176
60,RM,60.0,3378,Pave,Reg,HLS,Inside,Gtl,OldTown,Norm,1Fam,2Story,7,8,77,1992,Gable,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,No,Unf,0,651,651,Gd,Y,SBrkr,707,682,0,1,1,3,TA,2,Detchd,76.0,Unf,240,P,0,0,126,0,9,2009,WD,Normal,135000,8334
80,RL,69.0,12800,Pave,Reg,Low,Inside,Mod,SawyerW,Norm,1Fam,SLvl,7,5,34,1989,Gable,Wd Sdng,Wd Sdng,BrkFace,145.0,Gd,TA,PConc,Gd,Gd,GLQ,1518,0,1518,Gd,Y,SBrkr,1644,0,1,2,0,2,Gd,1,Attchd,34.0,Fin,569,Y,80,0,0,396,8,2009,WD,Normal,275000,8220
20,RL,77.0,8593,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,6,66,1957,Hip,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,Rec,288,619,907,Ex,Y,SBrkr,907,0,0,1,0,3,TA,0,Detchd,59.0,Unf,352,Y,0,0,0,0,7,2008,WD,Normal,109008,4535
20,RL,64.0,6762,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,16,2007,Gable,VinylSd,VinylSd,BrkFace,108.0,Gd,TA,PConc,Gd,No,GLQ,664,544,1208,Ex,Y,SBrkr,1208,0,1,2,0,2,Gd,0,Attchd,16.0,RFn,628,Y,105,54,0,0,9,2007,New,Partial,195400,7248
20,RL,130.0,11457,Pave,IR1,Lvl,Corner,Gtl,Timber,Norm,1Fam,1Story,6,5,35,1988,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,Mn,GLQ,1005,387,1392,TA,Y,SBrkr,1412,0,1,2,0,3,Gd,1,Attchd,35.0,Unf,576,Y,0,0,169,0,3,2009,WD,Normal,175000,8472
160,RM,21.0,1680,Pave,Reg,Lvl,Inside,Gtl,BrDale,Norm,Twnhs,2Story,6,5,52,1971,Gable,HdBoard,HdBoard,BrkFace,232.0,TA,TA,CBlock,TA,No,ALQ,387,96,483,TA,Y,SBrkr,483,504,0,1,1,2,TA,0,Detchd,52.0,Unf,264,Y,0,0,0,0,7,2008,COD,Abnorml,85400,3948
50,RM,60.0,5586,Pave,IR1,Bnk,Inside,Gtl,OldTown,Feedr,1Fam,1.5Fin,6,7,103,1998,Gable,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,No,Unf,0,901,901,Gd,Y,SBrkr,1088,110,0,1,0,4,TA,0,No Garage,0.0,No Garage,0,N,0,98,0,0,9,2008,ConLD,Abnorml,79900,8386
160,RM,24.0,1920,Pave,Reg,Lvl,Inside,Gtl,BrDale,Norm,TwnhsE,2Story,5,5,52,1971,Gable,HdBoard,HdBoard,BrkFace,376.0,TA,TA,CBlock,TA,No,ALQ,471,294,765,Ex,Y,SBrkr,765,600,1,1,1,2,TA,0,Detchd,52.0,Unf,440,Y,240,36,0,0,8,2007,WD,Normal,122500,8190
60,RL,100.0,10839,Pave,IR1,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,6,5,26,1998,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,No,Unf,0,926,926,Ex,Y,SBrkr,926,678,0,2,1,3,TA,1,Attchd,26.0,Fin,470,Y,0,36,0,0,7,2008,WD,Normal,181000,11228
180,RM,21.0,1890,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Twnhs,SFoyer,4,7,51,1972,Gable,CemntBd,CmentBd,None,0.0,TA,Gd,CBlock,Gd,Av,ALQ,495,135,630,Gd,Y,SBrkr,630,0,1,1,0,1,TA,0,No Garage,0.0,No Garage,0,Y,88,0,0,0,6,2008,WD,Normal,81000,1890
60,RL,43.0,10667,Pave,IR2,Lvl,CulDSac,Gtl,CollgCr,PosN,1Fam,2Story,7,6,27,1996,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Av,GLQ,385,70,799,Ex,Y,SBrkr,827,834,1,2,1,3,Gd,1,Attchd,27.0,RFn,550,Y,158,61,0,0,4,2009,ConLw,Normal,212000,9966
50,RM,40.0,4400,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,6,8,103,1950,Gable,Stucco,Stucco,None,0.0,TA,TA,BrkTil,Fa,No,Unf,0,648,648,TA,Y,FuseA,734,384,0,1,0,2,TA,0,Detchd,33.0,Unf,440,Y,0,0,0,0,10,2006,WD,Normal,116000,6708
45,RM,50.0,6000,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Unf,6,7,97,2004,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,TA,No,Unf,0,884,884,Gd,Y,SBrkr,904,0,0,1,0,2,TA,0,Detchd,97.0,Unf,180,Y,0,0,105,0,1,2009,WD,Normal,119000,3616
30,RL,40.0,4280,Pave,Reg,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,1Story,5,6,110,2002,Gable,WdShing,Stucco,None,0.0,TA,TA,PConc,TA,No,LwQ,365,75,440,TA,N,SBrkr,694,0,0,1,0,2,Gd,1,Detchd,33.0,Unf,352,P,0,0,34,0,3,2007,WD,Normal,90350,2776
50,RL,67.0,12354,Pave,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1.5Fin,6,8,103,2000,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Mn,Unf,0,684,684,Gd,Y,SBrkr,684,512,0,1,0,3,Gd,0,Detchd,18.0,Unf,528,Y,0,46,0,0,8,2009,ConLI,Normal,110000,8372
20,RL,105.0,15431,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,10,5,15,2008,Hip,VinylSd,VinylSd,Stone,200.0,Ex,TA,PConc,Ex,Gd,GLQ,1767,788,3094,Ex,Y,SBrkr,2402,0,1,2,0,2,Ex,2,Attchd,15.0,Fin,672,Y,0,72,0,170,4,2009,WD,Normal,555000,24020
90,RL,92.0,12108,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Duplex,1Story,4,4,68,1955,Gable,VinylSd,VinylSd,BrkFace,270.0,TA,TA,CBlock,TA,No,ALQ,133,1307,1440,TA,N,FuseF,1440,0,0,2,0,4,Fa,0,No Garage,0.0,No Garage,0,Y,0,0,0,0,9,2008,WD,Normal,118000,11520
50,RM,52.0,6240,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,5,7,93,1992,Gable,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,No,Unf,0,1078,1078,TA,Y,SBrkr,1128,445,0,2,0,3,TA,1,Detchd,93.0,Unf,360,P,0,0,0,0,6,2008,WD,Normal,162900,12584
120,RL,53.0,3922,Pave,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,7,5,17,2007,Gable,WdShing,Wd Shng,BrkFace,72.0,Gd,TA,PConc,Ex,Av,Unf,0,1258,1258,Ex,Y,SBrkr,1258,0,0,2,0,2,Gd,1,Attchd,16.0,Fin,648,Y,144,16,0,0,6,2007,New,Partial,172500,7548
60,RL,70.0,8750,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,29,1995,Gable,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,No,GLQ,642,273,915,Ex,Y,SBrkr,933,975,1,2,1,4,Gd,1,Attchd,29.0,Unf,493,Y,144,133,0,0,7,2008,WD,Normal,210000,15264
