,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,MoSold,YrSold,SaleType,SaleCondition,SalePrice,RoomsAndArea
260,80,RL,120.0,19296,Pave,Reg,Lvl,Corner,Gtl,NAmes,Artery,1Fam,SLvl,6,5,61,1962,Gable,Wd Sdng,Wd Sdng,BrkFace,399.0,TA,TA,CBlock,TA,Gd,Rec,672,0,1362,TA,Y,SBrkr,1382,0,1,1,0,3,TA,1,Attchd,32.0,Unf,884,Y,0,0,252,0,5,2009,WD,Normal,176000,8292
261,60,RL,69.0,9588,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,8,5,16,2007,Gable,CemntBd,CmentBd,Stone,270.0,Gd,TA,PConc,Ex,No,Unf,0,1482,1482,Ex,Y,SBrkr,1482,1092,0,2,1,3,Ex,1,BuiltIn,16.0,Fin,868,Y,0,148,0,0,11,2007,New,Partial,276000,25740
262,80,RL,88.0,8471,Pave,IR1,Lvl,Corner,Gtl,Sawyer,Norm,1Fam,SLvl,6,7,46,1995,Gable,HdBoard,Plywood,BrkFace,46.0,TA,TA,CBlock,Gd,Av,ALQ,506,0,506,TA,Y,SBrkr,1212,0,1,1,0,3,TA,1,Attchd,45.0,Unf,492,Y,292,12,0,0,7,2006,WD,Normal,151000,7272
263,50,RM,50.0,5500,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,1.5Fin,5,7,94,2001,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,No,LwQ,234,0,926,TA,Y,SBrkr,926,0,1,1,0,3,TA,0,Detchd,49.0,Unf,484,Y,0,0,0,0,4,2010,WD,Normal,130000,7896
264,30,RM,30.0,5232,Pave,IR3,Bnk,Inside,Gtl,OldTown,Artery,1Fam,1Story,5,5,98,2004,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,No,Unf,0,680,680,Gd,N,FuseP,764,0,0,1,0,2,TA,0,Detchd,58.0,Unf,504,N,0,0,0,0,6,2008,WD,Normal,73000,3056
265,20,RL,78.0,12090,Pave,IR1,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,6,6,42,1981,Gable,MetalSd,MetalSd,BrkFace,210.0,TA,Gd,CBlock,Gd,No,GLQ,588,606,1422,TA,Y,SBrkr,1422,0,0,2,0,3,Gd,1,Attchd,42.0,Fin,576,Y,276,0,0,0,6,2008,WD,Normal,175500,9954
266,60,RL,70.0,11207,Pave,IR1,HLS,FR2,Gtl,Gilbert,Norm,1Fam,2Story,6,5,26,1997,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,Av,GLQ,714,88,802,Gd,Y,SBrkr,802,709,1,2,1,3,TA,1,Attchd,26.0,Fin,413,Y,95,75,0,0,6,2006,WD,Normal,185000,12088
267,75,RL,60.0,8400,Pave,Reg,Bnk,Inside,Mod,SWISU,Norm,1Fam,2.5Fin,5,8,84,1997,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,No,LwQ,378,342,720,Ex,Y,SBrkr,1052,720,0,2,1,4,Gd,1,Detchd,84.0,Unf,240,Y,262,24,0,0,7,2008,WD,Normal,179500,17536
268,30,RM,71.0,6900,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,1Story,5,6,83,1955,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,No,ALQ,403,212,740,Ex,Y,SBrkr,778,0,0,1,0,2,TA,1,Detchd,57.0,Fin,924,Y,0,25,0,0,2,2008,WD,Normal,120500,3112
269,20,RL,69.0,7917,Pave,IR1,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1Story,6,7,47,1976,Hip,HdBoard,HdBoard,BrkFace,174.0,TA,Gd,CBlock,TA,No,BLQ,751,392,1143,TA,Y,SBrkr,1113,0,1,1,1,3,TA,1,Attchd,36.0,RFn,504,Y,370,30,0,0,5,2007,WD,Normal,148000,6678
270,60,FV,84.0,10728,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,8,5,17,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Mn,Unf,0,1095,1095,Gd,Y,SBrkr,1095,844,0,2,1,3,Gd,1,Attchd,17.0,RFn,1053,Y,192,51,0,0,8,2006,New,Partial,266000,15512
271,20,RL,73.0,39104,Pave,IR1,Low,CulDSac,Sev,ClearCr,Norm,1Fam,1Story,7,7,69,2005,Flat,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,Gd,LwQ,226,96,1385,Ex,Y,SBrkr,1363,0,1,1,0,2,TA,2,Attchd,69.0,Unf,439,Y,81,0,0,0,4,2008,WD,Normal,241500,6815
272,60,RL,92.0,11764,Pave,IR1,Lvl,CulDSac,Gtl,NoRidge,Norm,1Fam,2Story,8,7,24,2007,Gable,VinylSd,VinylSd,BrkFace,348.0,Gd,TA,PConc,Gd,No,GLQ,524,628,1152,Ex,Y,SBrkr,1164,1106,0,2,1,4,Gd,1,Attchd,24.0,Fin,671,Y,132,57,0,0,4,2010,WD,Normal,290000,20430
273,20,RL,80.0,9600,Pave,Reg,Lvl,Inside,Gtl,NAmes,Feedr,1Fam,1Story,6,6,65,1988,Hip,Wd Sdng,Wd Sdng,BrkCmn,183.0,TA,TA,CBlock,TA,No,Rec,620,0,1240,Gd,Y,SBrkr,1632,0,1,2,0,3,TA,1,Attchd,65.0,RFn,338,Y,289,0,0,0,4,2009,WD,Normal,139000,9792
274,20,RL,76.0,8314,Pave,Reg,Lvl,Corner,Gtl,Mitchel,Norm,1Fam,1Story,5,7,41,1982,Gable,HdBoard,ImStucc,None,0.0,TA,TA,CBlock,TA,Gd,ALQ,546,270,816,TA,Y,SBrkr,816,0,0,1,0,2,TA,0,Attchd,41.0,Unf,264,Y,168,0,0,0,6,2007,WD,Normal,124500,4080
275,50,RL,55.0,7264,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,7,7,98,2007,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,BrkTil,TA,No,Unf,0,952,952,Gd,N,SBrkr,952,596,0,2,1,3,Ex,0,Detchd,45.0,Unf,672,Y,74,0,0,144,10,2009,WD,Normal,205000,7740
276,20,RL,129.0,9196,Pave,IR1,Lvl,Inside,Gtl,Mitchel,Norm,1Fam,1Story,7,5,20,2003,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,No,Unf,0,1560,1560,Ex,Y,SBrkr,1560,0,0,2,0,3,Gd,0,Attchd,20.0,Fin,573,Y,100,150,0,0,4,2010,WD,Normal,201000,10920
277,20,RL,140.0,19138,Pave,Reg,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,1Story,4,5,72,1951,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,No,LwQ,120,744,864,Ex,Y,SBrkr,864,0,0,1,0,2,TA,0,Detchd,72.0,Unf,400,Y,0,0,0,0,6,2010,WD,Normal,141000,3456
278,20,RL,107.0,14450,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,9,5,17,2007,Gable,CemntBd,CmentBd,BrkFace,315.0,Ex,TA,PConc,Ex,Gd,Unf,0,2121,2121,Ex,Y,SBrkr,2121,0,0,2,1,3,Ex,1,Attchd,16.0,Fin,732,Y,124,98,0,142,5,2007,New,Partial,415298,16968
279,60,RL,83.0,10005,Pave,Reg,Lvl,Inside,Gtl,ClearCr,Norm,1Fam,2Story,7,5,46,1977,Hip,Plywood,Plywood,BrkFace,299.0,TA,TA,CBlock,Gd,No,BLQ,392,768,1160,Ex,Y,SBrkr,1156,866,0,2,1,4,TA,1,Attchd,46.0,Fin,505,Y,288,117,0,0,3,2008,WD,Normal,192000,16176
280,60,RL,82.0,11287,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,7,6,34,1989,Gable,Plywood,Plywood,BrkFace,340.0,Gd,TA,CBlock,Gd,Av,GLQ,421,386,807,Gd,Y,SBrkr,1175,807,0,2,1,3,Gd,1,Attchd,34.0,Fin,575,Y,0,84,0,0,1,2007,WD,Normal,228500,13874
281,20,FV,60.0,7200,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,6,5,17,2006,Gable,VinylSd,VinylSd,Stone,68.0,Gd,TA,PConc,Gd,No,GLQ,905,357,1262,Gd,Y,SBrkr,1262,0,0,2,0,2,Gd,0,Attchd,17.0,Fin,572,Y,0,120,0,0,5,2006,New,Partial,185000,6310
282,120,RL,34.0,5063,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Twnhs,1Story,7,5,16,2008,Gable,VinylSd,VinylSd,Stone,166.0,Gd,TA,PConc,Gd,No,GLQ,904,410,1314,Ex,Y,SBrkr,1314,0,1,2,0,2,Gd,1,Attchd,15.0,RFn,626,Y,172,62,0,0,4,2009,ConLw,Normal,207500,7884
283,20,RL,74.0,9612,Pave,Reg,Lvl,Inside,Gtl,Somerst,Feedr,1Fam,1Story,8,5,15,2009,Gable,VinylSd,VinylSd,Stone,72.0,Gd,TA,PConc,Gd,No,Unf,0,1468,1468,Ex,Y,SBrkr,1468,0,0,2,0,3,Gd,1,Attchd,15.0,Fin,898,Y,210,150,0,0,12,2009,New,Partial,244600,8808
284,120,RL,50.0,8012,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Norm,TwnhsE,1Story,6,5,31,1992,Gable,Plywood,ImStucc,None,0.0,Gd,TA,PConc,Gd,No,GLQ,430,1145,1575,Gd,Y,SBrkr,1575,0,1,2,0,2,Gd,0,Attchd,31.0,RFn,529,Y,0,0,52,0,7,2007,WD,Normal,179200,7875
285,160,FV,35.0,4251,Pave,IR1,Lvl,Inside,Gtl,Somerst,Norm,TwnhsE,2Story,7,5,17,2007,Gable,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,No,Unf,0,625,625,Ex,Y,SBrkr,625,625,0,2,1,2,Gd,0,Detchd,17.0,RFn,528,Y,0,54,0,0,6,2007,New,Partial,164700,6250
286,50,RL,77.0,9786,Pave,IR1,Bnk,Inside,Gtl,NAmes,Norm,1Fam,1.5Fin,6,7,61,1981,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,No,Rec,600,312,912,TA,Y,SBrkr,1085,649,0,1,1,3,Gd,1,Attchd,61.0,RFn,440,Y,0,0,0,128,6,2006,WD,Normal,159000,12138
287,20,RL,69.0,8125,Pave,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,4,4,52,1971,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,No,BLQ,614,244,858,TA,Y,SBrkr,858,0,0,1,0,3,TA,0,No Garage,0.0,No Garage,0,Y,0,0,0,0,6,2006,WD,Normal,88000,4290
288,20,RL,69.0,9819,Pave,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,5,56,1967,Gable,MetalSd,MetalSd,BrkFace,31.0,TA,Gd,CBlock,TA,No,BLQ,450,432,882,TA,Y,SBrkr,900,0,0,1,0,3,TA,0,Detchd,53.0,Unf,280,Y,0,0,0,0,2,2010,WD,Normal,122000,4500
289,70,RL,60.0,8730,Pave,Reg,Lvl,Inside,Gtl,BrkSide,RRAn,1Fam,2Story,6,7,108,2003,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,No,Unf,0,698,698,Ex,Y,FuseA,698,698,0,1,0,3,TA,0,Detchd,20.0,Unf,384,Y,0,0,0,259,7,2007,WD,Normal,153575,9772
290,60,RL,120.0,15611,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,8,5,17,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Av,Unf,0,1079,1079,Ex,Y,SBrkr,1079,840,0,2,1,3,Gd,1,Attchd,17.0,RFn,685,Y,0,51,0,0,7,2006,New,Partial,233230,15352
291,190,RL,55.0,5687,Pave,Reg,Bnk,Inside,Gtl,SWISU,Norm,2fmCon,2Story,5,6,111,2000,Gable,VinylSd,VinylSd,None,0.0,TA,Fa,PConc,TA,No,Rec,210,570,780,Ex,N,SBrkr,936,780,1,2,0,6,Fa,0,No Garage,0.0,No Garage,0,N,0,184,0,0,3,2008,WD,Normal,135900,15444
292,50,RL,60.0,11409,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,5,4,74,2008,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,No,LwQ,292,476,768,Gd,Y,SBrkr,1148,568,0,1,1,3,TA,1,Attchd,74.0,Unf,281,Y,0,0,0,160,1,2009,WD,Normal,131000,13728
293,60,RL,69.0,16659,Pave,IR1,Lvl,Corner,Gtl,NWAmes,PosA,1Fam,2Story,7,7,46,1994,Gable,Plywood,Plywood,BrkFace,34.0,TA,TA,CBlock,TA,No,ALQ,795,0,795,Fa,Y,SBrkr,1468,795,1,2,1,3,Gd,1,Attchd,46.0,Fin,539,Y,0,250,0,0,3,2006,WD,Normal,235000,20367
294,20,RL,80.0,9600,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,5,70,1953,Hip,HdBoard,HdBoard,Stone,238.0,TA,TA,CBlock,TA,No,GLQ,1285,131,1416,TA,Y,SBrkr,1644,0,1,1,0,3,TA,2,Attchd,70.0,Fin,418,Y,110,0,0,0,10,2009,WD,Normal,167000,11508
295,80,RL,37.0,7937,Pave,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,1Fam,SLvl,6,6,39,1984,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,Av,GLQ,819,184,1003,TA,Y,SBrkr,1003,0,1,1,0,3,TA,0,Detchd,39.0,Unf,588,Y,120,0,0,0,3,2006,WD,Normal,142500,6018
296,50,RM,75.0,13710,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,1.5Fin,5,5,73,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,No,BLQ,420,490,910,TA,Y,FuseA,910,648,0,1,1,4,TA,0,Attchd,73.0,Unf,282,Y,289,0,0,0,6,2007,WD,Normal,152000,9348
297,60,FV,66.0,7399,Pave,IR1,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,7,5,26,1998,Hip,VinylSd,VinylSd,BrkFace,1600.0,Gd,TA,PConc,Gd,No,BLQ,649,326,975,Ex,Y,SBrkr,975,975,0,2,1,3,Gd,1,Detchd,26.0,RFn,576,Y,0,10,0,198,6,2007,WD,Normal,239000,13650
298,60,RL,90.0,11700,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,2Story,6,6,55,1968,Mansard,HdBoard,AsphShn,BrkFace,365.0,Gd,TA,CBlock,TA,No,ALQ,384,143,702,Gd,Y,SBrkr,1041,702,0,1,2,3,TA,1,Attchd,55.0,Unf,539,Y,224,0,0,0,6,2007,WD,Normal,175000,12201
299,20,RL,80.0,14000,Pave,Reg,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,1Story,6,8,73,2004,Gable,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,No,Unf,0,1092,1092,Ex,Y,SBrkr,1152,0,0,1,0,3,Gd,1,Attchd,73.0,Unf,300,Y,0,36,0,0,8,2009,WD,Family,158500,6912
300,190,RL,90.0,15750,Pave,Reg,Lvl,Corner,Gtl,Crawfor,Norm,2fmCon,1Story,5,5,70,1953,Hip,MetalSd,MetalSd,BrkFace,56.0,TA,TA,CBlock,TA,Mn,BLQ,841,324,1165,TA,Y,SBrkr,1336,0,1,1,0,2,TA,2,Attchd,70.0,Unf,375,Y,0,0,0,0,6,2006,WD,Normal,157000,6680
301,60,RL,66.0,16226,Pave,IR3,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,8,5,25,1999,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,GLQ,281,747,1028,Ex,Y,SBrkr,1210,1242,0,2,1,4,Gd,1,BuiltIn,25.0,Fin,683,Y,208,50,0,0,5,2007,WD,Normal,267000,22068
302,20,RL,118.0,13704,Pave,IR1,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,1Story,7,5,22,2002,Gable,VinylSd,VinylSd,BrkFace,150.0,Gd,TA,PConc,Gd,No,Unf,0,1541,1541,Ex,Y,SBrkr,1541,0,0,2,0,3,Gd,1,Attchd,22.0,RFn,843,Y,468,81,0,0,1,2006,WD,Normal,205000,9246
303,20,RL,70.0,9800,Pave,Reg,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,1Story,5,7,51,1972,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,No,ALQ,894,0,894,TA,Y,SBrkr,894,0,1,1,0,3,TA,0,Attchd,48.0,Unf,552,Y,256,0,0,0,7,2006,WD,Abnorml,149900,4470
304,75,RM,87.0,18386,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2.5Fin,7,9,143,2002,Gable,CemntBd,CmentBd,None,0.0,TA,TA,BrkTil,TA,No,Unf,0,1470,1470,Ex,Y,SBrkr,1675,1818,0,3,0,3,Gd,1,Attchd,20.0,Unf,870,Y,302,0,0,0,5,2008,WD,Normal,295000,34930
305,20,RL,80.0,10386,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,8,5,19,2005,Gable,CemntBd,CmentBd,Stone,246.0,Gd,TA,PConc,Gd,No,GLQ,1464,536,2000,Ex,Y,SBrkr,2000,0,1,2,0,3,Gd,0,Attchd,19.0,Fin,888,Y,168,0,0,0,7,2007,WD,Normal,305900,16000
306,60,RL,116.0,13474,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Feedr,1Fam,2Story,7,5,33,1991,Gable,HdBoard,Plywood,BrkFace,246.0,Gd,TA,CBlock,Gd,No,ALQ,700,0,700,Gd,Y,SBrkr,1122,1121,1,2,1,4,Gd,1,Attchd,33.0,RFn,746,Y,127,44,224,0,6,2007,WD,Normal,225000,17944
307,50,RM,69.0,7920,Pave,IR1,Lvl,Inside,Gtl,IDOTRR,Artery,1Fam,1.5Fin,6,7,103,1950,Gable,MetalSd,MetalSd,None,0.0,TA,Fa,CBlock,TA,No,Unf,0,319,319,TA,Y,FuseA,1035,371,0,1,0,3,Fa,0,No Garage,0.0,No Garage,0,N,0,144,0,0,3,2008,WD,Normal,89500,8436
308,30,RL,69.0,12342,Pave,IR1,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,4,5,83,1950,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,No,BLQ,262,599,861,Ex,Y,SBrkr,861,0,0,1,0,1,TA,0,Detchd,62.0,Unf,539,Y,158,0,0,0,3,2009,WD,Normal,82500,3444
309,20,RL,90.0,12378,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,9,5,20,2004,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,GLQ,1274,622,1896,Ex,Y,SBrkr,1944,0,1,2,0,3,Ex,3,Attchd,20.0,Fin,708,Y,208,175,0,0,11,2006,WD,Normal,360000,15552
310,60,RL,69.0,7685,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,30,1994,Gable,HdBoard,HdBoard,BrkFace,112.0,TA,TA,PConc,Gd,No,ALQ,518,179,697,Gd,Y,SBrkr,697,804,0,2,1,3,Gd,1,Attchd,30.0,Fin,420,Y,190,63,0,0,5,2006,WD,Normal,165600,9006
311,20,RL,50.0,8000,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,6,75,2002,Gable,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,No,ALQ,680,292,972,Ex,Y,SBrkr,972,0,1,1,0,2,TA,1,Detchd,75.0,Unf,240,Y,0,0,0,0,5,2009,WD,Normal,132000,4860
312,190,RM,65.0,7800,Pave,Reg,Lvl,Inside,Gtl,OldTown,Artery,2fmCon,1.5Fin,5,7,84,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,Mn,Rec,507,286,793,TA,Y,SBrkr,793,325,1,1,0,3,TA,1,Detchd,84.0,Unf,410,Y,0,0,0,271,5,2006,WD,Normal,119900,5590
313,20,RL,150.0,215245,Pave,IR3,Low,Inside,Sev,Timber,Norm,1Fam,1Story,7,5,58,1965,Hip,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,Gd,Gd,ALQ,1236,80,2136,TA,Y,SBrkr,2036,0,2,2,0,3,TA,2,Attchd,58.0,RFn,513,Y,0,0,0,0,6,2009,WD,Normal,375000,16288
314,70,RM,60.0,9600,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2Story,7,7,98,1990,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,No,LwQ,16,712,728,Ex,Y,SBrkr,832,809,0,1,1,3,Ex,1,Detchd,98.0,Unf,546,Y,0,0,234,0,8,2006,WD,Normal,178000,9846
315,60,RL,71.0,7795,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,7,5,19,2005,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,GLQ,425,291,716,Ex,Y,SBrkr,716,716,1,2,1,3,Gd,1,Attchd,19.0,Fin,432,Y,100,51,0,0,7,2009,WD,Normal,188500,8592
316,60,RL,94.0,13005,Pave,IR1,Lvl,Corner,Gtl,NWAmes,Norm,1Fam,2Story,7,7,43,1980,Gable,CemntBd,CmentBd,BrkFace,278.0,Gd,TA,CBlock,Gd,No,GLQ,692,153,845,TA,Y,SBrkr,1153,1200,1,2,1,4,Ex,1,Attchd,40.0,RFn,484,Y,288,195,0,0,8,2009,WD,Normal,260000,23530
317,60,FV,75.0,9000,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,8,5,17,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Av,Unf,0,1088,1088,Ex,Y,SBrkr,1088,871,0,2,1,3,Gd,1,Attchd,17.0,RFn,1025,Y,208,46,0,0,12,2007,WD,Normal,270000,15672
318,60,RL,90.0,9900,Pave,Reg,Low,Inside,Mod,NoRidge,Norm,1Fam,2Story,7,5,30,1993,Gable,HdBoard,HdBoard,BrkFace,256.0,Gd,TA,PConc,Gd,Gd,GLQ,987,360,1347,Ex,Y,SBrkr,1372,1274,1,2,1,4,Gd,1,Attchd,30.0,RFn,656,Y,340,60,144,0,4,2009,WD,Normal,260000,23814
319,80,RL,69.0,14115,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,SLvl,7,5,43,1980,Gable,Plywood,Plywood,BrkFace,225.0,TA,TA,CBlock,Gd,Av,GLQ,1036,336,1372,TA,Y,SBrkr,1472,0,1,2,0,3,TA,2,Attchd,43.0,Unf,588,Y,233,48,0,0,6,2009,WD,Normal,187500,8832
320,60,RL,111.0,16259,Pave,Reg,Lvl,Corner,Gtl,NridgHt,Norm,1Fam,2Story,9,5,17,2006,Gable,VinylSd,VinylSd,Stone,370.0,TA,TA,PConc,Ex,Av,Unf,0,1249,1249,Ex,Y,SBrkr,1249,1347,0,3,1,4,Gd,0,Attchd,17.0,RFn,840,Y,240,154,0,0,9,2006,New,Partial,342643,23364
321,60,RL,99.0,12099,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,8,5,19,2004,Gable,VinylSd,VinylSd,BrkFace,388.0,Gd,TA,PConc,Ex,Av,GLQ,970,166,1136,Ex,Y,SBrkr,1136,1332,1,2,1,4,Gd,1,BuiltIn,19.0,Fin,872,Y,184,154,0,0,6,2007,WD,Normal,354000,24680
322,60,RL,86.0,10380,Pave,IR1,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,7,5,37,1987,Gable,Plywood,Plywood,BrkFace,172.0,Gd,TA,CBlock,TA,Gd,LwQ,28,0,1502,Ex,Y,SBrkr,1553,1177,1,2,1,4,Gd,1,Attchd,36.0,Fin,576,Y,201,96,0,0,8,2007,WD,Normal,301000,21840
323,20,RM,49.0,5820,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,3,8,68,2005,Gable,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,No,ALQ,256,906,1162,Ex,Y,SBrkr,1163,0,1,1,0,3,TA,0,Attchd,68.0,Unf,220,Y,142,98,0,0,7,2006,WD,Normal,126175,6978
324,80,RL,96.0,11275,Pave,Reg,Lvl,Corner,Gtl,NAmes,PosN,1Fam,SLvl,7,7,56,2007,Mansard,Wd Sdng,Wd Sdng,BrkFace,300.0,Gd,Gd,CBlock,Gd,No,Unf,0,710,710,Ex,Y,SBrkr,1898,1080,0,2,1,5,Gd,1,BuiltIn,62.0,Fin,564,Y,240,0,0,0,6,2010,WD,Normal,242000,32758
325,45,RM,50.0,5000,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,RRAe,1Fam,1.5Unf,5,6,82,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,Av,BLQ,116,604,720,Po,N,FuseF,803,0,0,1,0,2,TA,0,Detchd,82.0,Unf,360,Y,0,0,244,0,12,2007,WD,Normal,87000,4015
326,120,RL,32.0,10846,Pave,IR1,Lvl,CulDSac,Gtl,Veenker,Norm,TwnhsE,1Story,8,5,30,1993,Gable,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,Gd,GLQ,1619,100,1719,Ex,Y,SBrkr,1719,0,2,1,1,1,Gd,2,Attchd,30.0,Fin,473,Y,122,30,0,0,5,2008,Con,Normal,324000,10314
327,20,RL,80.0,11600,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,5,63,1960,Hip,Wd Sdng,Wd Sdng,BrkFace,175.0,TA,TA,CBlock,TA,No,Rec,565,818,1383,TA,Y,SBrkr,1383,0,0,1,1,3,TA,0,Attchd,63.0,RFn,292,Y,0,45,0,0,4,2006,WD,Normal,145250,9681
328,75,RL,69.0,11888,Pave,IR1,Bnk,Inside,Gtl,BrkSide,PosN,1Fam,2.5Unf,6,6,107,1994,Gable,Wd Sdng,Wd Shng,None,0.0,TA,TA,BrkTil,TA,No,Unf,0,844,844,Gd,N,FuseA,1445,689,0,2,0,5,Gd,0,Detchd,93.0,Unf,441,Y,0,60,268,0,7,2009,WD,Normal,214500,21340
329,70,RM,60.0,6402,Pave,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,1Fam,2Story,5,5,103,1950,Gable,Wd Sdng,Wd Shng,None,0.0,TA,TA,PConc,TA,Mn,Unf,0,596,596,TA,N,SBrkr,596,596,0,1,0,3,TA,0,Detchd,103.0,Unf,189,N,0,0,137,0,7,2009,WD,Normal,78000,7152
